店铺名	订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
私房小站（番禺分店）	20160826731	张小宝	广州	631	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-26 18:57:55
私房小站（盐田分店）	20160826634	律波	深圳	733	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-26 20:48:56
私房小站（福田分店）	20160827806	高雷	深圳	279	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 11:10:56
私房小站（福田分店）	20160827830	赵倩	深圳	205	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 11:41:03
私房小站（罗湖分店）	20160827796	屈俊	深圳	378	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 13:15:04
私房小站（福田分店）	20160827423	朱倩雪	深圳	110	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 13:27:22
私房小站（福田分店）	20160827465	卢锦曦	深圳	1010	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 17:20:15
私房小站（番禺分店）	20160827455	卢子翰	广州	317	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 18:07:15
私房小站（福田分店）	20160827761	黄曼玉	深圳	745	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-27 19:08:18
私房小站（番禺分店）	20160828341	陈明杰	广州	156	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-28 12:04:04
私房小站（越秀分店）	20160828864	卓永梅	广州	371	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-28 13:17:33
私房小站（福田分店）	20160828902	张记宝	深圳	947	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-28 18:35:34
私房小站（天河分店）	20160829332	文若凝	广州	201	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-29 11:51:13
私房小站（福田分店）	20160829576	关庭	深圳	1162	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-29 18:47:06
私房小站（天河分店）	20160830387	李靖	广州	551	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-30 12:10:45
私房小站（天河分店）	20160830603	关凯月	广州	459	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-30 19:38:50
私房小站（天河分店）	20160831721	夏雪	广州	624	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-31 18:30:55
私房小站（番禺分店）	20160831647	李小东	广州	262	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-31 21:47:31
私房小站（盐田分店）	20160801413	卓永梅	深圳	854	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-01 12:52:18
私房小站（天河分店）	20160801381	沈晓雯	广州	239	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-01 13:15:02
私房小站（天河分店）	20160801486	艾文茜	广州	443	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-01 20:33:02
私房小站（越秀分店）	20160802367	黄文轩	广州	639	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-02 13:17:56
私房小站（天河分店）	20160802650	胡扬	广州	498	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-02 18:23:45
私房小站（珠海分店）	20160804669	沈磊	珠海	1006	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-04 21:17:23
私房小站（越秀分店）	20160804557	沈瑶	广州	1023	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-04 22:04:22
私房小站（番禺分店）	20160805545	黄可颐	广州	250	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-05 21:04:50
私房小站（福田分店）	20160807739	胡星泽	深圳	455	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-07 17:33:54
私房小站（禅城分店）	20160808628	柴亟汛	佛山	842	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-08 20:17:25
私房小站（天河分店）	20160810314	于靖	广州	694	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-10 12:00:22
私房小站（天河分店）	20160810536	蓝振国	广州	684	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-10 20:10:15
私房小站（顺德分店）	20160810732	习有汐	佛山	426	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-10 20:15:29
私房小站（天河分店）	20160811390	魏煜翔	广州	560	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-11 13:35:39
私房小站（番禺分店）	20160812438	胡华	广州	380	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-12 20:08:55
私房小站（越秀分店）	20160813899	蓝梦琳	广州	612	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-13 12:20:59
私房小站（福田分店）	20160813843	赵月琼	深圳	173	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-13 12:34:40
私房小站（福田分店）	20160814809	关庭	深圳	514	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-14 11:35:54
私房小站（天河分店）	20160814847	牛永立	广州	745	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-14 12:36:09
私房小站（福田分店）	20160814904	尹俊楠	深圳	310	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-14 20:59:40
私房小站（盐田分店）	20160815162	蔡雨桐	深圳	1101	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 11:26:04
私房小站（天河分店）	20160815173	刑星渊	广州	336	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 12:15:11
私房小站（番禺分店）	20160815272	曾念夕	广州	469	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 13:00:44
私房小站（天河分店）	20160815544	吴秋雨	广州	277	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 17:56:37
私房小站（珠海分店）	20160815754	卓权汉	珠海	338	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 17:57:25
私房小站（盐田分店）	20160815698	余佳欣	深圳	720	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 19:03:24
私房小站（福田分店）	20160815625	吴冬雨	深圳	767	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 19:23:13
私房小站（越秀分店）	20160815664	国睿霄	广州	560	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 20:55:17
私房小站（福田分店）	20160815766	艾文茜	深圳	702	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 21:38:37
私房小站（天河分店）	20160815459	徐永芝	广州	773	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 21:55:29
私房小站（福田分店）	20160817196	莫欢	深圳	420	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-17 11:41:18
私房小站（番禺分店）	20160817729	易坝茕	广州	238	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-17 18:17:19
私房小站（天河分店）	20160817494	国子戈	广州	405	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-17 18:27:19
私房小站（越秀分店）	20160817724	夏昊然	广州	845	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-17 19:55:16
私房小站（罗湖分店）	20160818426	方皓文	深圳	1053	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-18 13:15:31
私房小站（番禺分店）	20160818685	黄可颐	广州	617	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-18 17:31:30
私房小站（盐田分店）	20160818564	木博谨	深圳	679	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-18 22:00:37
私房小站（福田分店）	20160819807	高望恒	深圳	161	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-19 12:38:17
私房小站（越秀分店）	20160819583	蒲荷	广州	744	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-19 18:02:34
私房小站（盐田分店）	20160819769	关凯月	深圳	810	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-19 20:01:43
私房小站（福田分店）	20160819612	王潘潘	深圳	723	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-19 21:16:13
私房小站（天河分店）	20160820813	包达菲	广州	1018	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-20 11:43:07
私房小站（越秀分店）	20160820788	宁智睿	广州	484	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-20 12:40:51
私房小站（番禺分店）	20160820873	刑欣悦	广州	704	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-20 12:37:43
私房小站（福田分店）	20160820810	冷晓岚	深圳	256	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-20 13:27:14
私房小站（天河分店）	20160820862	袁家蕊	广州	167	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-20 13:44:09
私房小站（顺德分店）	20160821884	覃金桂	佛山	800	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-21 14:02:44
私房小站（福田分店）	20160822665	关庭	深圳	677	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-22 17:50:49
私房小站（禅城分店）	20160822499	艾少雄	佛山	337	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-22 21:59:48
私房小站（天河分店）	20160823305	许和怡	广州	144	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-23 12:29:15
私房小站（罗湖分店）	20160823318	杨依萱	深圳	958	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-23 12:21:07
私房小站（盐田分店）	20160823321	林子菡	深圳	369	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-23 12:33:46
私房小站（福田分店）	20160824400	王波	深圳	416	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-24 11:31:43
私房小站（福田分店）	20160824676	唐雅嘉	深圳	406	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-24 19:36:50
私房小站（番禺分店）	20160825385	赵倩	广州	1253	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-25 11:15:36
私房小站（盐田分店）	20160825163	郭仁泽	深圳	217	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-25 12:24:34
私房小站（盐田分店）	20160825464	李海峰	深圳	689	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-25 19:36:42
私房小站（珠海分店）	20160827589	唐轩	珠海	551	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-27 19:29:20
私房小站（番禺分店）	20160827606	李海峰	广州	459	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-27 19:17:22
私房小站（越秀分店）	20160828335	曾念夕	广州	465	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-28 11:55:09
私房小站（天河分店）	20160828402	魏焱	广州	184	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-28 12:26:08
私房小站（天河分店）	20160828450	曾天	广州	701	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-28 19:39:42
私房小站（天河分店）	20160831763	方祥文	广州	296	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-31 18:06:34
私房小站（天河分店）	20160831551	张小雨	广州	1101	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-31 19:18:32
私房小站（番禺分店）	20160831647	李小东	广州	262	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-31 21:54:44
私房小站（盐田分店）	20160801413	卓永梅	深圳	854	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-01 12:53:39
私房小站（福田分店）	20160801429	苗泽坤	深圳	699	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-01 13:31:38
私房小站（天河分店）	20160801486	艾文茜	广州	443	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-01 20:34:22
私房小站（越秀分店）	20160802166	莫子建	广州	260	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-02 11:24:47
私房小站（盐田分店）	20160802631	姚丽	深圳	168	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-02 17:57:46
私房小站（天河分店）	20160802734	胡煜羲	广州	184	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-02 18:24:59
私房小站（福田分店）	20160802574	曾慧	深圳	546	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-02 19:02:21
私房小站（番禺分店）	20160805652	申鹭达	广州	346	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-05 18:53:35
私房小站（盐田分店）	20160806266	张馥雨	深圳	335	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-06 12:34:30
私房小站（福田分店）	20160806865	夏昊然	深圳	794	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-06 13:02:13
私房小站（福田分店）	20160806311	张小雨	深圳	402	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-06 13:00:37
私房小站（番禺分店）	20160806484	牛长熙	广州	435	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-06 18:14:27
私房小站（顺德分店）	20160807394	赵英	佛山	1011	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-07 11:18:55
私房小站（福田分店）	20160807739	胡星泽	深圳	455	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-07 17:26:28
私房小站（盐田分店）	20160809165	陈力	深圳	1147	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-09 12:49:15
私房小站（盐田分店）	20160809478	高雷	深圳	485	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-09 20:07:39
私房小站（福田分店）	20160809618	周东平	深圳	877	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-09 21:09:16
私房小站（天河分店）	20160810536	蓝振国	广州	684	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-10 20:13:17
私房小站（天河分店）	20160811390	魏煜翔	广州	560	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-11 13:32:14
私房小站（盐田分店）	20160811600	余佳欣	深圳	224	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-11 18:12:32
私房小站（福田分店）	20160813424	王潘潘	深圳	394	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-13 11:16:17
私房小站（番禺分店）	20160813457	周子轩	广州	404	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-13 19:38:32
私房小站（番禺分店）	20160814190	辛庚明	广州	378	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-14 11:52:15
私房小站（越秀分店）	20160814783	蔺家春	广州	823	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-14 12:19:59
私房小站（罗湖分店）	20160815715	卓佳凝	深圳	143	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-15 17:04:53
私房小站（福田分店）	20160817196	莫欢	深圳	420	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-17 11:39:13
私房小站（福田分店）	20160817482	朱倩雪	深圳	861	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-17 19:01:45
私房小站（番禺分店）	20160817653	张平	广州	598	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-17 21:41:05
私房小站（罗湖分店）	20160817760	沙朗	深圳	482	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-17 21:58:13
私房小站（盐田分店）	20160818514	张娜	深圳	728	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-18 19:52:09
私房小站（禅城分店）	20160818725	孙哲瀚	佛山	506	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-18 20:05:11
私房小站（福田分店）	20160819602	覃阳志	深圳	644	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-19 17:21:03
私房小站（罗湖分店）	20160820828	蒲子喧	深圳	593	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-20 13:02:33
私房小站（福田分店）	20160820810	冷晓岚	深圳	256	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-20 13:23:08
私房小站（珠海分店）	20160821286	杨依萱	珠海	131	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-21 12:39:16
私房小站（罗湖分店）	20160823318	杨依萱	深圳	958	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-23 12:25:05
私房小站（天河分店）	20160823204	龚倩	广州	532	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-23 12:32:40
私房小站（福田分店）	20160824519	吴秋雨	深圳	543	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-24 19:20:10
私房小站（番禺分店）	20160825345	张建涛	广州	456	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-25 11:40:04
私房小站（盐田分店）	20160826659	黄文轩	深圳	515	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-26 17:54:09
私房小站（珠海分店）	20160827589	唐轩	珠海	551	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-27 19:36:29
私房小站（番禺分店）	20160827606	李海峰	广州	459	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-27 19:16:05
私房小站（福田分店）	20160828902	张记宝	深圳	947	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-28 18:37:46
私房小站（盐田分店）	20160830461	赵玉倩	深圳	303	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-30 21:52:01
私房小站（天河分店）	20160831641	李靖	广州	679	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-31 21:30:31
私房小站（盐田分店）	20160801413	卓永梅	深圳	854	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-01 12:54:30
私房小站（天河分店）	20160801577	冷亮	广州	380	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-01 17:40:56
私房小站（福田分店）	20160801448	苗秋兰	深圳	609	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-01 21:48:35
私房小站（越秀分店）	20160802548	关庭	广州	850	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-02 18:58:03
私房小站（罗湖分店）	20160802585	袁佳玉	深圳	659	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-02 20:17:22
私房小站（盐田分店）	20160803317	屈慧芳	深圳	523	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 13:10:20
私房小站（天河分店）	20160803670	王祥业	广州	580	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 17:17:36
私房小站（越秀分店）	20160803615	孙雨翔	广州	343	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 18:55:06
私房小站（珠海分店）	20160803749	冯颖	珠海	718	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 19:50:11
私房小站（罗湖分店）	20160803488	李佩珊	深圳	349	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 20:10:19
私房小站（天河分店）	20160803660	曾天	广州	560	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 21:01:39
私房小站（盐田分店）	20160803619	周钰彤	深圳	720	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-03 21:03:27
私房小站（顺德分店）	20160804593	徐珂	佛山	813	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-04 18:41:32
私房小站（福田分店）	20160805313	胡百邑	深圳	279	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-05 13:42:32
私房小站（越秀分店）	20160805762	冯少煌	广州	269	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-05 17:16:59
私房小站（盐田分店）	20160806824	柴淼垒	深圳	495	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 11:39:09
私房小站（天河分店）	20160806434	仲才马	广州	721	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 11:19:38
私房小站（越秀分店）	20160806894	冯晓婷	广州	345	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 11:24:39
私房小站（盐田分店）	20160806837	魏程雪	深圳	625	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 11:42:20
私房小站（番禺分店）	20160806814	夏雪	广州	331	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 11:49:06
私房小站（福田分店）	20160806311	张小雨	深圳	402	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 13:02:29
私房小站（越秀分店）	20160806878	牛金文	广州	325	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 13:45:53
私房小站（罗湖分店）	20160806848	夏晴	深圳	458	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 13:41:24
私房小站（盐田分店）	20160806690	李孩立	深圳	1000	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 17:38:34
私房小站（顺德分店）	20160806500	宁慧凡	佛山	657	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 17:36:13
私房小站（番禺分店）	20160806584	刑兴国	广州	1156	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 18:05:22
私房小站（番禺分店）	20160806508	崔雨泽	广州	259	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 20:40:32
私房小站（番禺分店）	20160806439	孙新潇	广州	878	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 21:35:21
私房小站（罗湖分店）	20160807840	俞亚萍	深圳	624	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-07 11:32:54
私房小站（珠海分店）	20160807836	苗成林	珠海	720	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-07 11:47:36
